UC2_Literal,Report Number,Report Date,Location,Lat,Long
AGG ASSAULT,181692322,6/18/18,30 HOLLY RD NW,33.75582,-84.43812
AGG ASSAULT,181691607,6/18/18,1626 OAK KNOLL CIR SE,33.70908,-84.37824
ROBBERY-RESIDENCE,181690155,6/18/18,271 N COLONIAL HOMES CIR NW,33.81548,-84.39667
BURGLARY-RESIDENCE,181690885,6/18/18,539 HARPER RD SE,33.69656,-84.37136
AGG ASSAULT,181692088,6/18/18,1829 CAMPBELLTON RD SW,33.71,-84.44863
BURGLARY-NONRES,181690118,6/18/18,1899 CHESHIRE BRIDGE RD NE,33.80966,-84.36085
BURGLARY-NONRES,181690314,6/18/18,851 OAK ST SW,33.74074,-84.41599
BURGLARY-NONRES,181690752,6/18/18,1400 W PEACHTREE ST NW,33.79278,-84.38808
BURGLARY-RESIDENCE,181691117,6/18/18,2060 ALISON CT SW,33.70062,-84.45594
LARCENY-NON VEHICLE,181691722,6/18/18,3393 PEACHTREE RD NE,33.84676,-84.36212
LARCENY-NON VEHICLE,181690482,6/18/18,835 MARTIN L KING JR DR NW,33.75504,-84.41457
LARCENY-NON VEHICLE,181690850,6/18/18,835 MARTIN L KING JR DR NW,33.75504,-84.41457
LARCENY-NON VEHICLE,181691750,6/18/18,3393 PEACHTREE RD NE,33.84676,-84.36212
LARCENY-NON VEHICLE,181691818,6/18/18,2525 PIEDMONT RD NE @HOME DEPOT,33.824,-84.36521
LARCENY-NON VEHICLE,181691890,6/18/18,835 MARTIN L KING JR DR NW,33.75504,-84.41457
LARCENY-NON VEHICLE,181680767,6/17/18,680 PONCE DE LEON AVE NE,33.77406,-84.36528
LARCENY-NON VEHICLE,181680864,6/17/18,3050 MARTIN L KING JR DRIVE SW,33.75177,-84.4857
LARCENY-NON VEHICLE,181681110,6/17/18,1544 PIEDMONT AVE NE ,33.79789,-84.37101
LARCENY-NON VEHICLE,181681249,6/17/18,3393 PEACHTREE RD NE,33.84884,-84.36475
LARCENY-NON VEHICLE,181681256,6/17/18,3393 PEACHTREE RD,33.84676,-84.36212
LARCENY-NON VEHICLE,181681330,6/17/18,1801 HOWELL MILL RD NW,33.80388,-84.41278
LARCENY-NON VEHICLE,181681691,6/17/18,1801 HOWELL MILL RD NW,33.80388,-84.41278
BURGLARY-NONRES,181680727,6/17/18,2324 CASCADE RD SW,33.72186,-84.46462
BURGLARY-NONRES,181680732,6/17/18,3530 ZIP INDUSTRIAL BLVD SE,33.65859,-84.3833
BURGLARY-NONRES,181680830,6/17/18,237 CANDLER RD SE,33.74625,-84.29199
BURGLARY-NONRES,181680851,6/17/18,3665 MARTIN L KING JR DR NW @CHATEAU DE VILLE SH,33.76248,-84.50791
BURGLARY-RESIDENCE,181681310,6/17/18,105 OZONE ST SW,33.75179,-84.41675
BURGLARY-RESIDENCE,181682020,6/17/18,3394 LAKE VALLEY RD NW,33.76373,-84.49917
AGG ASSAULT,181681501,6/17/18,26 PEYTON RD SW,33.75092,-84.46803
AGG ASSAULT,181681995,6/17/18,1287 EUCLID AVE NE,33.76774,-84.34586
AGG ASSAULT,181680030,6/17/18,2817 ALLEGRO DR NW,33.7748,-84.47991
AGG ASSAULT,181680537,6/17/18,2612 STEELE AVE SW,33.68166,-84.3962
AGG ASSAULT,181681253,6/17/18,59 SHERIDAN DR NE,33.83216,-84.3821
AGG ASSAULT,181682103,6/17/18,2369 COLORADO TRL,33.69026,-84.5386
AGG ASSAULT,181680593,6/17/18,142 AUBURN AVE NE,33.75579,-84.38268
ROBBERY-RESIDENCE,181681437,6/17/18,960 CONSTITUTION RD SE,33.69307,-84.35805
ROBBERY-PEDESTRIAN,181681135,6/17/18,1660 PINEHURST DR SW,33.71053,-84.45128
ROBBERY-PEDESTRIAN,181680428,6/17/18,241 PEACHTREE ST NE,33.76073,-84.38745
ROBBERY-PEDESTRIAN,181681778,6/17/18,784 PEACHTREE ST NW,33.77597,-84.38465
AUTO THEFT,181680535,6/17/18,397 GRIFFIN ST NW,33.76553,-84.41098
AUTO THEFT,181680345,6/17/18,1919 METROPOLITAN PKWY SW,33.70278,-84.41017
AUTO THEFT,181680968,6/17/18,2274 TIGER FLOWERS DR NW,33.76075,-84.46205
AUTO THEFT,181681018,6/17/18,2399 PARKLAND DR NE,33.8201,-84.36481
AUTO THEFT,181681347,6/17/18,1241 METROPOLITAN PKWY SW,33.72093,-84.40825
AUTO THEFT,181681365,6/17/18,3183 PEACHTREE RD NE,33.84063,-84.37497
AUTO THEFT,181681707,6/17/18,961 LENA ST NORTHWEST,33.75662,-84.41752
AUTO THEFT,181681783,6/17/18,617 JOSEPH E BOONE BLVD NW,33.76359,-84.40763
AUTO THEFT,181681816,6/17/18,668 EDGEHILL AVE NW,33.78229,-84.4092
AUTO THEFT,181681822,6/17/18,3196 DONALD LEE HOLLOWELL PKWY NW,33.78575,-84.49181
AUTO THEFT,181682100,6/17/18,121 BAKER ST NW @WORLD OF COKE,33.7626,-84.39287
AUTO THEFT,181682152,6/17/18,499 NORTHSIDE CIR NW,33.79784,-84.40682
LARCENY-NON VEHICLE,181680795,6/17/18,3450 FORREST PARK RD SE,33.66061,-84.35549
LARCENY-NON VEHICLE,181680877,6/17/18,1461 ATHENS AVE SW,33.71494,-84.40916
LARCENY-NON VEHICLE,181681147,6/17/18,1371 MARKET ST NW,33.7921,-84.39466
LARCENY-NON VEHICLE,181681762,6/17/18,472 MARTIN ST SE,33.7418,-84.3839
LARCENY-NON VEHICLE,181680368,6/17/18,818 N HIGHLAND AVE NE,33.77683,-84.35269
LARCENY-FROM VEHICLE,181680363,6/17/18,43 JESSE HILL JR DR NE,33.75582,-84.38013
LARCENY-FROM VEHICLE,181680720,6/17/18,1783 JOHNSON RD NW,33.78547,-84.44593
LARCENY-FROM VEHICLE,181680951,6/17/18,1040 RALPH DAVID ABERNATHY DR SW,33.73739,-84.42171
LARCENY-FROM VEHICLE,181680042,6/17/18,400 PARK DR NE,33.80397,-84.36717
LARCENY-FROM VEHICLE,181680198,6/17/18,2685 METROPOLITAN PKWY SW,33.68274,-84.40902
LARCENY-FROM VEHICLE,181680258,6/17/18,60 BELL ST NE,33.75724,-84.37952
LARCENY-FROM VEHICLE,181680297,6/17/18,933 PEACHTREE ST NE,33.78013,-84.38355
LARCENY-FROM VEHICLE,181680333,6/17/18,1771 INDIANA AVE NE,33.76282,-84.32961
LARCENY-FROM VEHICLE,181680342,6/17/18,83 FITZGERALD ST SE,33.75192,-84.37231
LARCENY-FROM VEHICLE,181680360,6/17/18,590 JULIAN ST NW ,33.77073,-84.40935
LARCENY-FROM VEHICLE,181680397,6/17/18,2608 METROPOLITAN PKWY SW,33.68379,-84.40722
LARCENY-FROM VEHICLE,181680401,6/17/18,2399 PIEDMONT RD,33.82064,-84.36755
LARCENY-FROM VEHICLE,181680492,6/17/18,978 IMAGE AVE NW ,33.78137,-84.41026
LARCENY-FROM VEHICLE,181680680,6/17/18,2098 CHILDRESS DR SW,33.699,-84.48605
LARCENY-FROM VEHICLE,181680807,6/17/18,333 W PEACHTREE ST NE,33.76376,-84.38742
LARCENY-FROM VEHICLE,181680813,6/17/18,1001 CREW ST SW,33.72733,-84.38961
LARCENY-FROM VEHICLE,181680824,6/17/18,1015 E ROCK SPRINGS RD NE,33.7966,-84.354
LARCENY-FROM VEHICLE,181680928,6/17/18,126 BAKER ST NE,33.76255,-84.38328
LARCENY-FROM VEHICLE,181680980,6/17/18,133 CARNEGIE WAY NW @CARNEGIE BUILDING,33.75809,-84.3881
LARCENY-FROM VEHICLE,181681005,6/17/18,876 WASHINGTON ST SW,33.73104,-84.39082
LARCENY-FROM VEHICLE,181681214,6/17/18,322 TED TURNER DR NW,33.76316,-84.38911
LARCENY-FROM VEHICLE,181681231,6/17/18,505 WHITEHALL ST SW,33.74351,-84.40437
LARCENY-FROM VEHICLE,181681289,6/17/18,733 CUMBERLAND CIR NE,33.79692,-84.3632
LARCENY-FROM VEHICLE,181681491,6/17/18,1000 NORTHSIDE DR NW,33.78196,-84.40835
LARCENY-FROM VEHICLE,181681768,6/17/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-FROM VEHICLE,181681850,6/17/18,915 W PEACHTREE ST NE,33.78076,-84.3856
LARCENY-FROM VEHICLE,181682053,6/17/18,33730 CARMIA DR,33.65636,-84.51073
LARCENY-FROM VEHICLE,181682086,6/17/18,418 MARIETTA ST NW,33.76462,-84.3976
LARCENY-FROM VEHICLE,181682176,6/17/18,3760 PRINCETON LAKES PKWY SW,33.65806,-84.51051
LARCENY-FROM VEHICLE,181661131,6/17/18,250 PHARR RD,33.83732,-84.3786
LARCENY-FROM VEHICLE,181670069,6/16/18,3760 PRINCETON LAKES PKWY SW,33.65806,-84.51051
LARCENY-FROM VEHICLE,181670070,6/16/18,828 RALPH MCGILL BLVD NE,33.76826,-84.36043
LARCENY-FROM VEHICLE,181670393,6/16/18,1205 PIEDMONT AVE NE,33.75784,-84.38089
LARCENY-FROM VEHICLE,181670571,6/16/18,15 SIMPSON ST NW,33.76352,-84.38819
LARCENY-FROM VEHICLE,181670609,6/16/18,31 BAKER ST NW,33.76257,-84.38867
LARCENY-FROM VEHICLE,181670638,6/16/18,170 LINDBERGH DR NE ,33.82306,-84.38194
LARCENY-FROM VEHICLE,181670662,6/16/18,1593 HUBER ST NW,33.7991,-84.42381
LARCENY-FROM VEHICLE,181670744,6/16/18,1760 LENOX RD NE @LENOX WILDWOOD PARK,33.80231,-84.35156
LARCENY-FROM VEHICLE,181670812,6/16/18,226 COURTLAND ST NE,33.76051,-84.38429
LARCENY-FROM VEHICLE,181670894,6/16/18,491 PEACHTREE BATTLE AVE NW,33.82244,-84.40377
LARCENY-FROM VEHICLE,181671045,6/16/18,1016 HOWELL MILL RD NW,33.78183,-84.41244
LARCENY-FROM VEHICLE,181671049,6/16/18,226 COURTLAND ST NE,33.76051,-84.38429
LARCENY-FROM VEHICLE,181671093,6/16/18,207 PEACHTREE CENTER AVE NE,33.7602,-84.38554
LARCENY-FROM VEHICLE,181671149,6/16/18,204 WHITWORTH DR SW,33.75972,-84.51867
LARCENY-FROM VEHICLE,181671241,6/16/18,100 BAGLEY ST NE @FRANKIE ALLEN PARK,33.83689,-84.37394
LARCENY-FROM VEHICLE,181671442,6/16/18,942 PEACHTREE ST NE,33.78043,-84.38456
LARCENY-FROM VEHICLE,181671491,6/16/18,144 MORELAND AVE NE,33.75698,-84.34929
LARCENY-FROM VEHICLE,181671559,6/16/18,2852 CASCADE RD SW @CASCADE SPRINGS NATU,33.71955,-84.48012
LARCENY-FROM VEHICLE,181671564,6/16/18,720 MOROSGO DR NE,33.82339,-84.36434
LARCENY-FROM VEHICLE,181671637,6/16/18,265 PEACHTREE CENTER AVE NE @MARRIOTT HOTEL,33.76158,-84.38496
LARCENY-FROM VEHICLE,181671796,6/16/18,196 MONTGOMERY FERRY DR NE,33.80028,-84.37577
LARCENY-FROM VEHICLE,181671943,6/16/18,890 3RD ST,33.77965,-84.40932
LARCENY-FROM VEHICLE,181672109,6/16/18,3833 PRINCETON LAKES RD,33.65738,-84.51309
LARCENY-FROM VEHICLE,181672132,6/16/18,1771 MERTON RD NE,33.80294,-84.35352
LARCENY-FROM VEHICLE,181672198,6/16/18,880 GLENWOOD AVE SE,33.73991,-84.35917
LARCENY-FROM VEHICLE,181672203,6/16/18,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,33.68677,-84.49773
LARCENY-FROM VEHICLE,181672343,6/16/18,815 CUMBERLAND RD NE,33.79596,-84.36044
LARCENY-FROM VEHICLE,181622108,6/16/18,1925 MONROE DRIVE NE,33.80804,-84.37412
LARCENY-FROM VEHICLE,181670757,6/16/18,360 PHARR RD NE,33.83752,-84.37574
LARCENY-FROM VEHICLE,181670821,6/16/18,488 MAYNARD TER SE,33.74062,-84.33459
LARCENY-FROM VEHICLE,181671167,6/16/18,2841 GREENBRIAR PKWY SW,33.68845,-84.49328
LARCENY-FROM VEHICLE,181671282,6/16/18,1754 RICHMOND CIR SE,33.70658,-84.37585
LARCENY-FROM VEHICLE,181671895,6/16/18,3495 BUCKHEAD LOOP,33.84694,-84.36814
LARCENY-NON VEHICLE,181670861,6/16/18,394 6TH ST NE,33.77626,-84.37427
LARCENY-NON VEHICLE,181671193,6/16/18,1163 W PEACHTREE ST NE,33.78609,-84.38747
LARCENY-NON VEHICLE,181670437,6/16/18,1263 GLENWOOD AVE SE,33.73998,-84.34627
LARCENY-NON VEHICLE,181671700,6/16/18,50 PEACHTREE ST SW,33.75546,-84.38928
LARCENY-NON VEHICLE,181671019,6/16/18,1474 ALMONT DR SW,33.72547,-84.4361
LARCENY-NON VEHICLE,181671039,6/16/18,3868 WISTERIA LN SW,33.75459,-84.51015
LARCENY-NON VEHICLE,181671105,6/16/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-NON VEHICLE,181671159,6/16/18,651 FRANCIS PL,33.7726,-84.43782
LARCENY-NON VEHICLE,181671248,6/16/18,359 LINCOLN ST SW,33.71227,-84.40028
AUTO THEFT,181670171,6/16/18,3760 PRINCETON LAKES PKWY SW,33.65806,-84.51051
AUTO THEFT,181670487,6/16/18,300 MARIETTA ST NW,33.76141,-84.39621
AUTO THEFT,181670499,6/16/18,2969 CAMPBELLTON RD SW,33.6967,-84.4857
AUTO THEFT,181670764,6/16/18,31 BAKER ST,33.76257,-84.38867
AUTO THEFT,181670925,6/16/18,186 MOURY AVE SW,33.71439,-84.39156
AUTO THEFT,181670962,6/16/18,514 HUTCHENS RD SE,33.6715,-84.37102
AUTO THEFT,181671059,6/16/18,798 POOLE PL SW,33.73897,-84.41387
AUTO THEFT,181671135,6/16/18,1176 CHATTAHOOCHEE AVE NW,33.80058,-84.42561
AUTO THEFT,181671164,6/16/18,471 N HIGHLAND AVE NE,33.76686,-84.35286
AUTO THEFT,181671409,6/16/18,391 17TH ST NW,33.79146,-84.40053
AUTO THEFT,181672324,6/16/18,221 PEACHTREE CENTER AVE NE,33.76045,-84.38556
AUTO THEFT,181672416,6/16/18,2350 CHESHIRE BRIDGE RD NE,33.8195,-84.35199
AUTO THEFT,181671088,6/16/18,1166 RALPH D ABERNATHY BLVD SW,33.73818,-84.42588
ROBBERY-PEDESTRIAN,181671152,6/16/18,604 BROADVIEW TER NE,33.82138,-84.36386
ROBBERY-RESIDENCE,181670469,6/16/18,3390 STRATFORD RD NE,33.84983,-84.36779
AGG ASSAULT,181671003,6/16/18,220 TROY ST NW,33.76087,-84.42639
AGG ASSAULT,181670421,6/16/18,180 WALKER ST SW,33.74964,-84.40132
AGG ASSAULT,181670457,6/16/18,170 BOULEVARD SE @FULTON COTTON MILL,33.75064,-84.36992
AGG ASSAULT,181670560,6/16/18,1180 MOBILE ST NW,33.76246,-84.42609
BURGLARY-RESIDENCE,181670120,6/16/18,1531 ATHENS AVE SW,33.71335,-84.40919
BURGLARY-RESIDENCE,181670510,6/16/18,1204 WESTRIDGE RD SW,33.72238,-84.44654
BURGLARY-RESIDENCE,181670577,6/16/18,930 NEW TOWN CIR SE,33.7084,-84.35933
BURGLARY-RESIDENCE,181670766,6/16/18,160 ROSSER ST SW,33.75046,-84.42407
BURGLARY-RESIDENCE,181671369,6/16/18,2619 HOOD AVE NW,33.77007,-84.47048
AGG ASSAULT,181670198,6/16/18,1442 KENNESAW DR NW,33.76626,-84.43499
LARCENY-NON VEHICLE,181672005,6/16/18,710 PONCE DE LEON AVE NE,33.77371,-84.36417
BURGLARY-RESIDENCE,181670836,6/16/18,1245 ELIZABETH AVE SW,33.72118,-84.43579
BURGLARY-RESIDENCE,181672254,6/16/18,2051 ARLINGTON CIR NW,33.77132,-84.45462
LARCENY-NON VEHICLE,181670656,6/16/18,305 JOSEPH E LOWERY BLVD NW,33.763,-84.41736
LARCENY-NON VEHICLE,181670865,6/16/18,2841 GREENBRIAR PKWY SW @Multiple,33.68677,-84.49773
LARCENY-NON VEHICLE,181671042,6/16/18,180 PONCE DE LEON AVE NE,33.77285,-84.38149
LARCENY-NON VEHICLE,181671418,6/16/18,3500 PEACHTREE RD NE ,33.85302,-84.36278
LARCENY-NON VEHICLE,181671746,6/16/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-NON VEHICLE,181671859,6/16/18,1250 CAROLINE ST NE,33.75859,-84.34788
LARCENY-NON VEHICLE,181660811,6/15/18,50 UPPER ALABAMA ST SW,33.75223,-84.38978
LARCENY-NON VEHICLE,181660943,6/15/18,1723 LAKEWOOD AVE SE,33.70677,-84.38002
LARCENY-NON VEHICLE,181660970,6/15/18,3393 PEACHTREE RD NE ,33.84676,-84.36212
LARCENY-NON VEHICLE,181661462,6/15/18,1275 CAROLINE ST NE,33.75674,-84.34619
LARCENY-NON VEHICLE,181661500,6/15/18,1461 MORELAND AVE SE,33.71369,-84.35008
LARCENY-NON VEHICLE,181651444,6/15/18,3393 PEACHTREE RD,33.84676,-84.36212
LARCENY-NON VEHICLE,181651058,6/15/18,3393 PEACHTREE RD NE ,33.84676,-84.36212
LARCENY-NON VEHICLE,181651167,6/15/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
BURGLARY-RESIDENCE,181660098,6/15/18,763 CASCADE AVE SW,33.73439,-84.43707
BURGLARY-RESIDENCE,181661087,6/15/18,3901 CAMPBELLTON RD SW,33.69231,-84.51621
BURGLARY-RESIDENCE,181661286,6/15/18,1853 NORTH AVE NW,33.76868,-84.44777
LARCENY-NON VEHICLE,181661091,6/15/18,812 RALPH D ABERNATHY BLVD SW,33.73805,-84.41443
LARCENY-NON VEHICLE,181661387,6/15/18,2610 METROPOLITAN PKWY SW,33.68333,-84.40734
LARCENY-NON VEHICLE,181661468,6/15/18,80 JESSE HILL JR DR SE @GRADY DETENTION,33.75168,-84.38198
LARCENY-NON VEHICLE,181661600,6/15/18,3730 CARMIA DR SW @PUBLIX - CARMIA,33.65573,-84.5109
AGG ASSAULT,181662222,6/15/18,3727 CLOVIS CT NW,33.77541,-84.50989
BURGLARY-RESIDENCE,181660473,6/15/18,698 ROCHELLE DR SW,33.73628,-84.43365
BURGLARY-RESIDENCE,181660908,6/15/18,1184 WILMINGTON AVE SW,33.72384,-84.42672
BURGLARY-NONRES,181660839,6/15/18,675 METROPOLITAN PKWY SW,33.73653,-84.41018
BURGLARY-NONRES,181661070,6/15/18,1750 THOMASVILLE DR SE,33.70333,-84.35709
AGG ASSAULT,181662352,6/15/18,305 RICHARDSON ST SW,33.74084,-84.39762
AGG ASSAULT,181660262,6/15/18,301 JOSEPH E LOWERY BLVD SW,33.74634,-84.41766
ROBBERY-RESIDENCE,181641793,6/15/18,186 ORMOND ST,33.73162,-84.39415
AUTO THEFT,181660468,6/15/18,405 OLIVER ST NW,33.76565,-84.41534
AUTO THEFT,181660469,6/15/18,445 CLEVELAND AVE SE,33.68149,-84.37152
AUTO THEFT,181660739,6/15/18,1194 SPRING VALLEY LN NE,33.79174,-84.34832
AUTO THEFT,181660866,6/15/18,1631 STANTON RD SW,33.71076,-84.4438
AUTO THEFT,181660906,6/15/18,151 CLEVELAND AVE SW,33.68148,-84.39422
AUTO THEFT,181661664,6/15/18,192 PEACHTREE CENTER AVE NE,33.75942,-84.3865
AUTO THEFT,181661674,6/15/18,3500 LENOX RD NE,33.85088,-84.3625
AUTO THEFT,181661925,6/15/18,2360 BOHLER RD NW,33.81974,-84.42969
AUTO THEFT,181662476,6/15/18,887 MYRTLE ST NE,33.77881,-84.37954
LARCENY-NON VEHICLE,181660590,6/15/18,949 WASHINGTON ST SW,33.72911,-84.39106
LARCENY-NON VEHICLE,181660725,6/15/18,668 LAWTON ST SW,33.7368,-84.42309
LARCENY-NON VEHICLE,181660776,6/15/18,3450 OLD PLANTATION RD NW,33.84949,-84.4373
LARCENY-NON VEHICLE,181660930,6/15/18,1000 NORTHSIDE DR NW,33.78196,-84.40835
LARCENY-NON VEHICLE,181661010,6/15/18,1180 W PEACHTREE ST NW,33.78697,-84.38824
LARCENY-NON VEHICLE,181661379,6/15/18,1015 MARTIN ST SE,33.72675,-84.3835
LARCENY-NON VEHICLE,181661497,6/15/18,1138 5TH ST NW,33.78608,-84.47183
LARCENY-NON VEHICLE,181661576,6/15/18,1142 DONALD LEE HOLLOWELL PKWY NW,33.77256,-84.42532
LARCENY-NON VEHICLE,181662000,6/15/18,3368 PEACHTREE RD NE,33.84713,-84.36802
LARCENY-NON VEHICLE,181660946,6/15/18,3495 PIEDMONT RD NE,33.85299,-84.37752
LARCENY-NON VEHICLE,181661919,6/15/18,75 JOHN PORTMAN BLVD NW,33.76161,-84.38979
LARCENY-NON VEHICLE,181662213,6/15/18,400 W PEACHTREE ST NW,33.76614,-84.3876
LARCENY-NON VEHICLE,181662226,6/15/18,2479 PEACHTREE RD NE,33.82215,-84.3876
LARCENY-NON VEHICLE,181662233,6/15/18,1217 CAROLINE ST NE,33.75786,-84.34875
LARCENY-FROM VEHICLE,181661540,6/15/18,3254 NORTHSIDE PKWY NW,33.84206,-84.42267
LARCENY-FROM VEHICLE,181662204,6/15/18,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,33.68845,-84.49328
LARCENY-FROM VEHICLE,181660018,6/15/18,308 JACKSON PL NE,33.7548,-84.37414
LARCENY-FROM VEHICLE,181660609,6/15/18,465 RIDGEWOOD RD NE,33.76696,-84.3281
LARCENY-FROM VEHICLE,181660668,6/15/18,862 LENOX OAKS CIR NE,33.835,-84.35886
LARCENY-FROM VEHICLE,181661024,6/15/18,112 COURTLAND ST NE,33.7574,-84.38475
LARCENY-FROM VEHICLE,181661113,6/15/18,545 LEE ST SW,33.74003,-84.41438
LARCENY-FROM VEHICLE,181661355,6/15/18,3003 HOWELL MILL RD NW,33.83711,-84.41757
LARCENY-FROM VEHICLE,181661496,6/15/18,3224 E WOOD VALLEY RD NW,33.84348,-84.41428
LARCENY-FROM VEHICLE,181661545,6/15/18,360 PHARR ROAD,33.83752,-84.37574
LARCENY-FROM VEHICLE,181661619,6/15/18,115 CARNEGIE WAY,33.76468,-84.38897
LARCENY-FROM VEHICLE,181661709,6/15/18,2608 PIEDMONT RD NE,33.82591,-84.36714
LARCENY-FROM VEHICLE,181661823,6/15/18,100 LUCKIE ST NW,33.7573,-84.38992
LARCENY-FROM VEHICLE,181661918,6/15/18,1995 METROPOLITAN PKWY SW,33.70083,-84.40818
LARCENY-FROM VEHICLE,181661965,6/15/18,1790 HOWELL MILL RD NW,33.80352,-84.41455
LARCENY-FROM VEHICLE,181662203,6/15/18,1 BUCKHEAD LOOP NE ,33.85058,-84.36197
LARCENY-FROM VEHICLE,181662252,6/15/18,890 3RD ST NW,33.77923,-84.40919
LARCENY-FROM VEHICLE,181662330,6/15/18,2680 PINE TREE RD NE,33.82578,-84.35826
LARCENY-FROM VEHICLE,181662334,6/15/18,3030 HEADLAND DR SW,33.68841,-84.48742
LARCENY-FROM VEHICLE,181662382,6/15/18,1784 PEACHTREE ST NW,33.80334,-84.39351
LARCENY-FROM VEHICLE,181662385,6/15/18,375 LUCKIE ST NW,33.76494,-84.39578
LARCENY-FROM VEHICLE,181662407,6/15/18,285 MARIETTA ST NW,33.76097,-84.3951
LARCENY-FROM VEHICLE,181662451,6/15/18,106 BAKER ST NE,33.76246,-84.38386
LARCENY-FROM VEHICLE,181662530,6/15/18,360 MARIETTA ST NW,33.76269,-84.39702
LARCENY-FROM VEHICLE,181650152,6/14/18,796 PALATINE AVE SE,33.73262,-84.35623
LARCENY-FROM VEHICLE,181650351,6/14/18,2856 RIDGEVIEW DR SW,33.66738,-84.49215
LARCENY-FROM VEHICLE,181650361,6/14/18,8 STAFFORD ST NW,33.75454,-84.42592
LARCENY-FROM VEHICLE,181650453,6/14/18,1272 ARKWRIGHT PL SE,33.74895,-84.34577
LARCENY-FROM VEHICLE,181650619,6/14/18,100 10TH ST NW,33.78095,-84.39033
LARCENY-FROM VEHICLE,181650659,6/14/18,1035 MORELAND AVE SE,33.72626,-84.34969
LARCENY-FROM VEHICLE,181650718,6/14/18,1125 BRIARCLIFF PL NE,33.77711,-84.35056
LARCENY-FROM VEHICLE,181650789,6/14/18,300 WILSON MILL RD SW @WILSON MILL PARK,33.75314,-84.51261
LARCENY-FROM VEHICLE,181650856,6/14/18,1510 ROGERS AVE SW,33.73703,-84.43709
LARCENY-FROM VEHICLE,181650957,6/14/18,712   W ASHLAND AVE NE ,33.75809,-84.36392
LARCENY-FROM VEHICLE,181651034,6/14/18,100 DANIEL AVE SE,33.74949,-84.29817
LARCENY-FROM VEHICLE,181651108,6/14/18,2680 DONALD LEE HOLLOWELL PKWY NW,33.77657,-84.47521
LARCENY-FROM VEHICLE,181651383,6/14/18,1192 N HIGHLAND AVE,33.78713,-84.35544
LARCENY-FROM VEHICLE,181651388,6/14/18,19 JOSEPH E LOWERY BLVD NW,33.75522,-84.41743
LARCENY-FROM VEHICLE,181651612,6/14/18,172 LOGAN ST SE,33.74473,-84.38237
LARCENY-FROM VEHICLE,181651654,6/14/18,125 WALNUT ST SW,33.75115,-84.40676
LARCENY-FROM VEHICLE,181651673,6/14/18,1108 MATHEWS ST SW,33.73444,-84.42406
LARCENY-FROM VEHICLE,181651682,6/14/18,600 HOPKINS ST SW,33.73916,-84.43056
LARCENY-FROM VEHICLE,181651867,6/14/18,2424 PIEDMONT RD NE @LINDBERGH MARTA STAT,33.82191,-84.36858
LARCENY-FROM VEHICLE,181651898,6/14/18,2293 PEACHTREE RD NE,33.81713,-84.38942
LARCENY-FROM VEHICLE,181651987,6/14/18,3480 GREENBRIAR PKWY SW,33.68274,-84.50456
LARCENY-FROM VEHICLE,181652189,6/14/18,437 MORELAND AVE NE,33.76632,-84.34892
LARCENY-FROM VEHICLE,181652232,6/14/18,1345 PIEDMONT AVE NE @ATLANTA BOTANICAL GA,33.79002,-84.37385
LARCENY-FROM VEHICLE,181652280,6/14/18,456 FLAT SHOALS AVE SE,33.7417,-84.34665
LARCENY-FROM VEHICLE,181652285,6/14/18,909 PONCE DE LEON AVE NE,33.77347,-84.35767
LARCENY-FROM VEHICLE,181652342,6/14/18,353 LINCOLN ST SW,33.7124,-84.40019
LARCENY-FROM VEHICLE,181652354,6/14/18,36 JOHN PORTMAN BLVD NW,33.76089,-84.38876
LARCENY-FROM VEHICLE,181650250,6/14/18,1591 WOODLAND AVE SE,33.71074,-84.35283
LARCENY-FROM VEHICLE,181650829,6/14/18,731 BERKELEY AVE NW,33.79723,-84.41255
LARCENY-FROM VEHICLE,181652397,6/14/18,2328 CAMPBELLTON RD SW,33.69561,-84.53045
LARCENY-NON VEHICLE,181650405,6/14/18,609 VIRGINIA AVE NE,33.78138,-84.36691
LARCENY-NON VEHICLE,181650787,6/14/18,1316 LAKEWOOD AVE SE,33.71876,-84.38181
LARCENY-NON VEHICLE,181650901,6/14/18,1500 MARIETTA BLVD NW,33.79681,-84.4333
LARCENY-NON VEHICLE,181650928,6/14/18,200 PEACHTREE ST NW,33.75889,-84.38806
LARCENY-NON VEHICLE,181651626,6/14/18,40 JOHN PORTMAN BLVD NW,33.76073,-84.38941
LARCENY-NON VEHICLE,181652311,6/14/18,3393 PEACHTREE RD NE @LENOX MALL,33.84676,-84.36212
LARCENY-NON VEHICLE,181652362,6/14/18,3000 CONTINENTAL COLONY PKWY SW,33.68077,-84.4937
LARCENY-NON VEHICLE,161640706,6/14/18,232 FORSYTH ST,33.70369,-84.40795
LARCENY-NON VEHICLE,181650430,6/14/18,569 MARTIN L KING JR DR NW @APS ATL PREP CHR,33.75501,-84.40598
LARCENY-NON VEHICLE,181650512,6/14/18,1675 MORELAND AVE SE,33.70841,-84.35005
