name,latitude,longitude
Silver Comet Trail,33.8413596123389,-84.5157346905212
Lithia Springs Woodrow Wilson Park,33.7737426,-84.6392105
Tumlin Park,33.9345763345988,-84.5639183744788
Clayton County International Park,33.5286204,-84.3136078
Bob Callan Trail,33.8936021,-84.4575316
Taylor-Brawner Park,33.875483,-84.506815
Riverside Park,34.0057983,-84.3469925
Kirkwood Urban Forest & Community Garden,33.748836517334,-84.3286437988281
Chattahoochee River National Recreation Area West Palisades,33.8905789728862,-84.4484064327064
Chattahoochee River Nation Recreation Area,33.9218503,-84.4387289
Central Park,33.7687590119141,-84.376186542213
South Peachtree Creek Trail,33.80605,-84.299544
Lionel Hampton Park,33.7439472177102,-84.4671989277557
Georgetown Park,33.9265628875976,-84.315218884819
Gordon White Park,33.7389937,-84.432322
Friendship Forest Wildlife Sanctuary,33.8148015500039,-84.2370859327633
East Lake Park,33.74663,-84.30097
Kelley Cofer Park,33.863135,-84.214284
Cabbagetown Park,33.7499899578237,-84.3643405660987
Charlie Loudermilk Park,33.8403273144696,-84.3792264033175
Brookside Park,33.78481,-84.24489
South Towne Trail,33.7007691,-84.3884369
Anderson Park,33.758741,-84.455352
Autumn Park,33.8917030947872,-84.2790897396165
Oakhurst Park,33.7605241862385,-84.3067151563522
Walton Spring Park,33.7587,-84.38885
Forest Park City Park,33.6172637939453,-84.3659210205078
Avondale Park,33.770107,-84.26969
Heritage Sandy Springs,33.9221496582031,-84.382438659668
Olmsted Park Linear Alliance,33.773013,-84.329416
Atlanta Botanical Garden,33.786972109117,-84.3740369088859
Brook Run Dog Park,33.9319662216854,-84.3023617565632
Lucky Shoals Park,33.882138,-84.197824
Jennie Drake Park,33.7693331544661,-84.4843613728881
Gresham Park,33.69679716791,-84.3033441156148
Stone Mountain Park,33.8035374209617,-84.144740555664
Chattahoochee River National Recreation Area Powers Island Unit,33.903751373291,-84.4391098022461
Kennesaw Mountain,33.9781549,-84.5780605
Olde Rope Mill Park,34.1316489515213,-84.5234474642798
Georgian Hills Park,33.86921633,-84.3113235
Beaverbrook Park,33.8174740534378,-84.4196016767171
Tolleson Park,33.867457,-84.522778
Lake Claire Park,33.7661793117495,-84.3263890205296
Barrett Park,33.6631037283559,-84.4555477682617
Alexander Park,33.9152555912733,-84.0074327588081
Chattahoochee River National Recreation Area Medlock Bridge,33.9953988269374,-84.2048403064819
Nickajack Park,33.819091796875,-84.4991302490234
The Park At Lost Mountain,33.9423179626465,-84.6969757080078
Powder Springs Park,33.8596520572901,-84.6859404444695
Country Park,33.881951,-84.489414
Big Creek Park,34.0237984469478,-84.3123840376124
Candler Park,33.7613689522015,-84.3452697247267
Sycamore Park,33.774443,-84.286926
Terrell Mill Park,33.9387752133381,-84.4619002193213
Bernard Halpern Park,33.9153548162404,-84.2815048992634
Exchange Park,33.7011675631613,-84.2556604743004
Lang-Carson Park,33.751538,-84.355564
Crest Lawn Memorial Park,33.809995,-84.440381
Kenwood Park,33.5170392675536,-84.4388364575674
Roswell Area Park,34.038544,-84.3639586
Esther Peachy Lefevre Park,33.751258,-84.366142
Stately Oaks,33.51551,-84.34999
Fuller's Park,33.9674476,-84.4630671
Reeves Creek Trail,33.53492,-84.24566
Iverson Park,33.7636061929369,-84.3406396197165
Reynolds Nature Preserve,33.6007347656751,-84.3489859153442
Shamrock Park,33.4784712512008,-84.5935069534424
Yellow River Park,33.787559,-84.072921
Chattahoochee River National Recreation Area Gold Branch,33.9767487,-84.3919236
Washington Park Tennis Center,33.7567849,-84.4239141
Red Top Mountain State Park,34.0308548,-84.7423453
Gilliam Park & Urban Gardens,33.7554910668903,-84.3319931253791
Stone Mountain Grist Mill,33.8061783672715,-84.1349429637194
Skywater Georgia Wine Hiking,33.8254089355469,-84.323112487793
Adair Dog Park,33.7725050154854,-84.3051819425068
Lillian Webb Park,33.9410675630105,-84.2112816867158
Chattahoochee River National Recreation Area - Jones Bridge,33.9995263033732,-84.2469409480691
Bruce Munro: Light In the Garden,33.7909107670948,-84.3735259753899
Newtown Dog Park,34.021057,-84.267026
Davidson-Arabia Nature Preserve,33.6723799,-84.11725
Garrard Landing Park,33.9734612,-84.2656097
Milam Park,33.8065314628385,-84.2324745063297
Windy Hill Athletic Club,33.9035474516323,-84.4672679901123
Henry Memorial Park,33.9469159140504,-84.5547411963344
Coan Park,33.751705,-84.336357
Tramore Park,33.8576560469752,-84.616271239489
Suwanee Creek Park,34.0357007,-84.0866318
Beltline Westside Trail,33.7222614411279,-84.411001421699
Smith-Gilbert Gardens,34.009498,-84.629959
East Roswell Park,33.9992104,-84.2945709
Arabia Mountain National Heritage Area,33.684824,-84.1135162
Concord Covered Bridge,33.8492383524775,-84.5587467558819
Sims Lake Park,34.0726800361842,-84.075527329236
Lullwater Conservation Park,33.7789712101221,-84.3329878896475
Flat Shoals Park,33.587211287205,-84.4529726501471
Rock Springs Park,34.040074,-84.018805
Jackson Street Bridge,33.7590815170481,-84.374339966995
South Bend Dog Park,33.7003652508008,-84.3886920250464
Larry Bell Park,33.9368483906087,-84.5337555710779
Webb Bridge Park,34.0639874339104,-84.2205744981766
Mount Tabor Park,33.9434092,-84.77365
Betty Mauldin Park,33.942833,-84.2117024
Briscoe Park,33.8431421777151,-84.0127622291325
Pinckneyville Park,33.96906,-84.18668
JB Williams Park,33.8507309933617,-84.1155901551247
Dekalb Memorial Park,33.7440965164255,-84.3298275768757
Fowler Park,34.1493103,-84.20952
Azalea Park,34.002094,-84.3644769
Adamsville Recreation Center,33.754541,-84.492061
Sweet Apple Park,34.0701684658871,-84.3619603675499
Settles Bridge Park,34.0954630577519,-84.0929851706085
Oakhurst Dog Park,33.7597193829235,-84.3094672635198
Big Creek Greenway,34.0436272128177,-84.2957684898377
Leita Thompson Memorial Park,34.063744,-84.408449
Georgia Tech Campus Recreation Center,33.775708,-84.403981
Shorty Howell Park,33.97434,-84.14813
Thompson Park,33.8352723,-84.537562
Graves Park,33.8967590138948,-84.2205331305323
Atlantic Station Dog Park,33.7913161825456,-84.3987226233101
"Martin Luther King, Jr. Birth Home",33.7551300796247,-84.3711500242353
Swift-Cantrell Park,34.0322595464631,-84.6325202635966
Southside softball complex,33.6620450643418,-84.3689345195889
Canine Crossing Dog Park,33.6005101513627,-84.5475089550018
Joe Mack Wilson Park,33.9517754,-84.5474523
Ira B Melton Park,33.8007584,-84.2995987
Lake Acworth,34.0615819,-84.6836611
Parker E. Duffey Memorial Park,33.5757117490805,-84.3323258127587
Parkwood,33.77122,-84.31365
D.H. Stanton Park,33.7253995654309,-84.3830440261155
Caney Creek Preserve,34.0981021524068,-84.1853584349155
Hobgood Park,34.130492,-84.583678
Best Friend Park,33.92594,-84.22421
Waller Park Extension,34.0213274653446,-84.3495877262461
Powder Springs Linear Park,33.860772246749,-84.6708275459619
Martin Luther King Jr National Historic Site,33.7563446075682,-84.3734255433083
Holcomb Bridge Park,33.97356,-84.26148
Gwinnett County Bicentennial Plaza and Trail,33.95432,-83.98819
Big Creek Greenway- Marconi Drive Entrance,34.0840409884553,-84.2474019527435
Brookwood Rv Resort Park,33.9281099,-84.50807
Tennis Courts at Atlantic Station,33.7908602102239,-84.3965275246574
Brookdale Park,33.68723,-84.42311
Historic Oakland Cemetery,33.7486543510394,-84.373091943562
Pemberton Place,33.7634777547059,-84.3934703828675
Railside Dog Park,33.7491074,-84.3995514
Hunter Memorial Park,33.7404861,-84.771553
Yonah Park,33.7885549540395,-84.380761384964
Oakhurst Community Garden,33.7700151527801,-84.3083953857422
Johns Creek Environmental Campus,33.975395840133,-84.2668318748474
Sewell Park,33.9496568419462,-84.4932210445404
Lilburn City Park,33.8859711,-84.1342773
Lawrenceville Lawn,33.9547926932573,-83.9904020726681
17th Street Bridge,33.7910782230636,-84.3944021074528
Ivy Creek Greenway,34.1162035,-83.9935565
Honeysuckle Park,33.907072803232,-84.2618308961391
Don White Memorial Park,34.0104515759535,-84.3330445513129
Freedom Barkway,33.761093,-84.370101
Friends of Lost Corner,33.9537476273642,-84.3855239823461
Candler Park Tennis Courts,33.7664811762161,-84.3362690476074
Clark Community Park,33.5489963574686,-84.236298167811
Sweetwater Park,33.831776,-84.626081
Glenlake Tennis Center,33.783634,-84.292431
Lenora Park,33.79049,-84.00136
Chastain Park Amphitheatre,33.8774729,-84.3966115
Herbert Taylor Park,33.8005309004542,-84.3406683951616
Redan Park Disc Golf Course,33.73999,-84.13337
Mountain Park Park,33.8482095,-84.1184782
Bryson Park,33.8893474638462,-84.1486088186502
Howell Park,33.7381038,-84.4200233
Chastain Park Tennis Center,33.8780151,-84.3831281
Hardy Ivy Park,33.76255,-84.38787
Sugar Creek Golf & Tennis Club,33.683137,-84.3043579
Gary Pirkle Park,34.1310454168377,-84.0665097236633
Shady Side Park,33.773376,-84.333934
YMCA,33.747058,-84.329145
Tech Square,33.776894,-84.38952
Cauble Park at Acworth Beach,34.0846203,-84.7142341
Historic Downtown Norcross,33.9357649,-84.2190151
Mabry Park,34.0567838590025,-84.4300603866577
Denny Dobbs Park,33.5278300254845,-84.0044595301151
Pine Log Park,33.6636172600747,-83.9973127841949
Shaw Park,34.0257000810601,-84.5267298817635
Rhodes Jordan Park,33.957725,-83.978647
Piedmont Dog Park,33.788168026879,-84.3708680198622
Sons of Pitches FC,33.75901,-84.36484
Dekalb Tennis Center,33.8074457784187,-84.3059245789517
Oregon Park,33.9578396826982,-84.6615544706583
forest park walking trail on main street,33.6216732158052,-84.3675819862181
Bitsy Grant Tennis Center,33.8133373,-84.4075851
The Star Skate Park & Shop,33.97855,-84.5639999
McGinnis Reserve Lake & Walking Trail,34.038877760795,-84.0727022886208
The Park at City Center,34.1013271,-84.5190914
Cherokee Mill Park,34.1548195255678,-84.5838787034154
W.P. Jones Park,33.99915,-84.159054
Lake Court Dog Park,33.8679526,-84.5301962
Hurt Park,33.7540267593166,-84.3855729326606
Lorraine Park And Trailhead,33.6013450622559,-84.0997161865234
Stone Mountain Covered Bridge,33.8034355952133,-84.13319346922
Aviation Park,34.0122009234412,-84.5781801018739
West Gwinnett Park & Aquatic Center,33.9741134,-84.1809508
"Martin Luther King, Jr. Recreation and Aquatic Center",33.75178,-84.3762172726616
Chattahoochee Pointe Park,34.072498,-84.118091
Ben Hill Strickland Sr Memorial Park,33.8801426489609,-84.7612982362856
The Depot Park,34.0235673,-84.6145304
Discovery Garden Park,33.9436388330975,-84.2102421722011
Chuck Camp Park,33.8974765688181,-84.5417482405901
Peachtree Ridge Park,34.0199986,-84.0789837
Johnson Park,33.6418029206022,-84.0416698157787
South Gwinnett Park,33.8561842,-84.0355417
Deer Lick Park,33.7491722106934,-84.6843643188477
Sumner Park,33.685185,-84.451496
Jessie Davis Park,33.7655370163947,-84.746760739952
Dupree Park City of Woodstock,34.10222,-84.518652
Catch Air,33.7884737,-84.3687934
Mosley Park Recreation Center,33.53238,-84.16448
Skip Wells Park,34.006935,-84.544293
Collins Hill Park,34.0127352956558,-84.0100520327862
Madison Park At Suwanee Town Center,34.0562019348145,-84.0622787475586
Suwanee Greenbelt,34.0568809509277,-84.0653305053711
Lions Club Park,33.8816712,-84.1602462
Fernbank Forest,33.7738099408675,-84.3276100605726
Georgia State Capitol,33.7489767372608,-84.3892090022564
Tech Green,33.774604,-84.397315
Fetch Park,33.7517700153673,-84.3708834036942
Chattapoochee Dog Park,34.0269879063264,-84.1394248195168
Club Drive Park,33.9418751311106,-84.1100293285331
Chattahoochee River National Recreation Area Settles Bridge,34.0980794825505,-84.1084584593689
Dog River Reservoir Recreational Complex,33.620865046978,-84.8076168447733
PlayTown Suwanee,34.0562891481897,-84.0679380297661
Roswell Town Square,34.01529,-84.36245
Walker Park,33.747421970048,-84.3418492769149
Camp Creek Greenway Trail,33.8860328,-84.1343413
Big Creek Greenway Trailhead,34.1349182696201,-84.2169930785894
Logan Farm Park,34.06914,-84.67177
Woofstock Park,34.09735,-84.52953
Jones Bridge Trail,34.00136,-84.25577
South Rockdale Community Park,33.60510994925,-84.1158141195774
Providence Park,34.1070012772022,-84.3022752553225
Adams Park,34.0261216,-84.6216888
Chastain Park Conservancy,33.866463,-84.389424
Rock Mill Park,34.0518604566649,-84.2721577647425
Tuxford,34.0433586501561,-84.2468451243951
George Pierce Park,34.057049,-84.051814
Trolley Line Trail,33.760206062122,-84.330201074481
Mountain Park Aquatic Center & Activity Building,33.8470802,-84.1339246
Sharon Lester Tennis Center at Piedmont Park,33.7872126086811,-84.374035340693
Sugar Hill Town Green,34.1073303,-84.036026
Proctor Creek Trail,33.7736992,-84.4292651
North Park,34.111552,-84.2830716939024
City of Duluth Parks and Recreation,34.0006905,-84.1216747
Cheney Stadium,33.7342225760221,-84.3810242414474
Acworth Beach,34.0601424872875,-84.6814088523388
Wanderlust 108 Atlanta,33.79028,-84.371717
Kidzstock Park,34.089681,-84.489601
Two Ravinia Associates,33.92186,-84.33598
Tobie Grant Recreation Center,33.795731,-84.256292
Fifth Street Bridge,33.7769374251366,-84.3915545940399
Pinckneyville Park Community Recreation Center,33.9715332,-84.1869247
Riverline Park,33.8046765029723,-84.5086367460333
Ebenezer Baptist Church,33.75508,-84.37403
DeShong Park,33.805186,-84.101003
Silo Park,34.083892,-84.356112956953
Cell Phone Lot,33.6334863968258,-84.460383628125
Phoenix Trail,33.6383081,-84.4592211
Ronald Reagan Park,33.8937741,-84.0558825
Gwinnett Environmental & Heritage Center,34.0647415,-84.0045045
Buford Dam,34.1492901391951,-84.0443150930735
City of Chamblee,33.8940454,-84.2989633
Willing Workers Community Club Park,33.7582907024455,-84.7535866715853
Burger Dog Park,33.8906033789951,-84.5332162204257
John D. Milner Athletic Complex,33.6730012809786,-84.4350984357166
Shakerag Park,34.050099,-84.12715
Bogan Park,34.1081624,-83.9705879
Noonday Park,34.0578619,-84.5353478
Lacey Hotel Historical Marker,34.023633796871,-84.6151703596115
Milam Tennis Courts,33.8075338,-84.2309872
The Beach At Clayton Cnt Int Pk,33.5355555,-84.3150485
Glover Park,33.9527814755093,-84.5495910197496
Hembree Park Recreation Center,34.0613149,-84.3350475
Washington Park Natatorium,33.7578926086426,-84.422981262207
Al Bishop Park,33.9081128103752,-84.5886742910156
Redan Recreational Park,33.738068,-84.132819
Embassy Row Office Park Security,33.935036,-84.354336
Old Atlanta Park Recreation Center,34.1084595,-84.1438217
Cogburn Road Park,34.0937576293945,-84.284294128418
Maddox Road Park,33.5730168921609,-84.3108483177215
Lanier Park,34.1451111,-84.0577087
CNN Center,33.756595482973,-84.3968100600803
Harmony Park,33.7599682964381,-84.3034395605744
Lewis Park,33.963432,-84.5530546
Brooke Street Park,34.0756269,-84.2910098
EE Robinson Park,34.1064895,-84.0335197
Sloan Street Park,34.0151055352707,-84.3588279560208
Renaissance Park Dog Park,33.7686444,-84.3819926
Hudson-Nash Farm & Old Yellow River Post Office,33.8758720321932,-84.0722606432412
Laurel Park,33.9495659,-84.5745544
Pickett's Mill Historic Site,33.9719239622355,-84.766493216157
Noonday Creek Trail,34.0321235656738,-84.5128860473633
South Cherokee Baseball,34.1237173,-84.4989521
Chattahoochee Nature Center,34.0038909912109,-84.3796844482422
Roswell Mill Worker Monument,34.0151708434066,-84.3590405210853
Norcross City Hall,33.942768,-84.2117
Harmony Grove Soccer Park,33.869216128717,-84.1625016896902
Mountain Park,34.084972,-84.416083
Taylor Park,34.0018878280478,-84.1466194494438
Allatoona Creek Park,34.0211785354809,-84.7176901182592
Elizabeth Porter Recreation,33.9598951,-84.5413434
Oakton Historic Marker,33.9657662,-84.5605799
Jim R Miller Park,33.9016101,-84.59334
Town Center Park,34.0562408158163,-84.064515195787
Selena S Butler Park,33.7553724646568,-84.3755646049976
Sandy Springs Dog Park,33.9664612081324,-84.3816153332591
Lakepoint Park,34.1122593953813,-84.7456189575821
Wildwood Park,33.9315265417099,-84.5225818455219
Mud Creek Soccer Compex,33.8935212948711,-84.6354807642175
Hubert Park,34.03852347818,-84.6873117238283
Smyrna Community Center,33.8852421,-84.5165193
Agavero Cantina Parkside,33.8858386,-84.1341632
Allen Park,34.0248641967773,-84.3119125366211
Rockdale County of,33.6527214,-84.0185928
Mt. Carmel Park,33.7318407744169,-84.6573608368635
Taylor Farm Park,33.82714,-84.73541
Mountain Park City Hall,34.0833598337154,-84.4151124358177
Robert McAfee House Historical Marker,34.01409700453,-84.5488849282265
Waggy World Paw Park,34.071732571438,-84.302909003241
Big Creek Park MTB Trail,34.0222399,-84.3150647
Mud Creek Soccer Complex,33.8934123727206,-84.6361354988917
Monkey Joe's Parties & Indoor Playground,34.016481,-84.550967
Hudlow Tennis Center,33.9267033,-84.2254492
Mansell House & Gardens,34.0725746,-84.3044128
Cherokee Recreation & Parks Agency,34.1143035888672,-84.512077331543
Big Shanty Historical Marker,34.0236418553659,-84.6151411905885
Cherokee Tennis Center,34.119888,-84.504733
Dekalb County Recorders Court,33.777307,-84.241824
Windermere Park,34.12975,-84.11828
The Old Country Store,34.0215035485893,-84.6196027100086
East Cobb Baseball,34.06386,-84.5172599
Catch Air Johns Creek,34.04674,-84.22447
Coach V Tennis,33.9500389099121,-84.5759048461914
Pitner Dog Park,34.016615,-84.726065
Buford Trout Hatchery,34.1378707885742,-84.0921401977539
Parham Perry Memorial Park,33.9392052,-84.5352859
TPC Sugarloaf,33.998886,-84.111046
Lee Street Park,33.5219802856445,-84.3540573120117
Marietta Museum of History,33.9526367,-84.5508423
The Andrews Raid Historical Marker,34.0236199029125,-84.6151391789317
Twin Bridges Lake,34.00276,-83.96769
Tennis Dynamics,33.9495659,-84.5745544
Fair Oaks Recreation Center,33.9175987243652,-84.5643997192383
Sweat Mountain Dog Park,34.0568228201566,-84.4730944590003
Everland Play,34.0626354420526,-83.9813469719596
LakePoint Sports,34.116477,-84.745269
Jumping World - Kennesaw,34.056263,-84.590693
South Cherokee Recreation Assoc,34.1246559,-84.500175
Sharon Springs Park Baseball Fields,34.118064928852,-84.164470450553
City of Snellville,33.8412549,-84.00837
Ron Anderson Recreation Center,33.8752899,-84.6672886
All Tournament Players Park,34.045909,-84.5280091
Fowler Park,33.718527,-84.718645
Collins Hill Aquatic Center,34.015951,-84.016177
